Country Name,Country Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Bosnia and Herzegovina,BIH,0.217604339601392,-5.14845213063333,-8.11675269849187,-4.6947674302463,-0.264696613722251,4.20786610562907,3.62316159046938,1.7546739878352,0.99637536807999,0.710877055593974,0.471676305567227,0.204698282637517,-0.226593575129443,-0.902366959162245,-1.08029233976901,-0.814268145096121,-1.23438180520165,-1.65511289388464,-1.73115539384589,-1.77665932121615,-1.84492216631166,-1.93437927837206,-1.62767576055568,-1.2829607801223,-1.30696713269434,-1.30267774814121,-1.28437067954589,-1.22313569369776,-1.23185506471358,-1.39008469041609,-1.66384860150923,-1.24363802761194,-0.617510129445164,-0.655819991673837
Belarus,BLR,0.0461355862589733,0.219690718485616,0.220771793347495,-0.118196017328142,-0.324414829587043,-0.336671341030207,-0.415604443400529,-0.450435237181926,-0.450029843493719,-0.471131334643547,-0.512966688341309,-0.636565666436346,-0.699809190918934,-0.682169472243919,-0.683005560010688,-0.612296198031047,-0.458847535622636,-0.345415054298517,-0.245915441295321,-0.218522755959381,-0.234282914157686,-0.156617600248906,-0.0383800002667846,0.056151567510169,0.132853236725342,0.0877210878706449,-0.109782322950581,-0.213824206997671,-0.201786600970723,-0.42347525027949,-0.82823272086807,-0.804228426880244,-0.540824986374776,-0.49881794290787
Belize,BLZ,2.14211305492924,2.08619211260685,2.03124492836904,2.12952750179899,2.50432809859251,2.97472085581548,3.33679111455288,3.4918451808564,3.44226447456504,3.26709202067925,3.09932448206021,3.02567946888712,2.99028222861427,2.95389266992451,2.91740780047982,2.87083521745194,2.81604558312441,2.75172617782414,2.67547057673273,2.41171251993503,2.17847430341063,2.15086754763262,2.13397522406827,2.11317688838933,2.10144194153298,2.32231207163985,2.30310203964335,1.86459847610366,1.46284533510266,1.28323598131052,1.1534704907648,1.85124805102003,2.05772774277288,1.44077799785791
Bermuda,BMU,0.735660172807902,0.726863524436884,0.69781810683388,0.640625866899154,0.559300649360705,0.480983673904791,0.606719087580199,0.764803092230042,0.796633731004024,0.694526488745174,0.513706697004768,0.443516923428655,0.391880239398635,0.270527854058021,0.249070107845201,0.19594573954294,0.279711571071929,0.459188519616631,0.417767525195533,0.251394586009326,0.0125531547811924,-0.136600245767712,-0.113189762124124,-0.0708087171509757,-0.102367855986115,-0.0236382404794606,0.203106496014494,0.397146720463835,0.431459657274573,0.428052860400885,0.412307799470137,0.156108751379667,-0.0787967316952785,-0.0958758017988935
Bolivia,BOL,2.08394091464415,2.04005205570035,1.98359137070415,1.93553666553041,1.88896808659587,1.85028162992902,1.80569805808475,1.76561111828867,1.74582928419343,1.71712723342906,1.68688229604066,1.67248263752338,1.67509392038728,1.68272509947837,1.68564890189224,1.70464062326774,1.71051652675101,1.68811436886035,1.66527120616965,1.64440681785103,1.62276978666345,1.59965176170266,1.57374447646261,1.54455877769864,1.51686119793977,1.48970583998181,1.46124572329841,1.43337090655267,1.40657823805422,1.23396442673807,1.01931284088344,1.16425907336882,1.37334382280772,1.37206798819615
Brazil,BRA,1.71576956519978,1.66724681782032,1.61992855794359,1.56329973533197,1.53901255207011,1.51410759163045,1.48650426533337,1.48772098102752,1.45652767159292,1.37521128317928,1.30335503159977,1.24142062598122,1.18021395482771,1.12991417032023,1.09590612526605,1.05833842529955,1.01236820635667,0.957984635895359,0.895632239477021,0.84088322514573,0.81381388423754,0.811598483382088,0.810511647523289,0.806314177734439,0.791721773592796,0.761972670496742,0.72824666001736,0.683439571425594,0.651994346081362,0.579350709708032,0.425360907216456,0.360180890872169,0.395928695574996,0.405467027627251
Barbados,BRB,0.30543217651289,0.34408470557972,0.291582308049379,0.226921901192945,0.160027838504736,0.0934538510922293,0.0411682644242812,0.0167673981201888,0.0308599057983595,-0.173090896850965,0.138039405089234,0.65442252041875,0.614429662267209,0.57102921384559,0.525370422072861,0.481152127044188,0.475162083022934,0.524263979237198,0.515328376885536,0.407743308362451,0.325001827653213,0.288929228963865,0.26216966601587,0.245677832545378,0.230380947989644,0.217691837314076,0.204727378663704,0.192553930005438,0.176538259610281,0.174452216457154,0.159263661079578,0.0605883465692588,0.00637558575909917,0.0463878564204179
Brunei Darussalam,BRN,2.82087413872675,2.72087553865121,2.60873227190994,2.53818018062453,2.46985364733686,2.40260865216409,2.34099524940066,2.28072165867432,2.22422733142457,2.17184750364769,2.09808399029796,2.00587619956124,1.90413711851639,1.79377776163247,1.68724773243682,1.58852615956489,1.68860465252749,1.84867406299599,1.87722246166003,1.89897689252094,1.78274591747739,1.53255515873327,1.38231470645459,1.34019436885468,1.30210359279592,1.25964272152269,1.2107045656128,1.15739958778106,1.10621350885567,1.06148281648515,0.96027430523198,0.804554269312164,0.782881746925984,0.81851878860359
Bhutan,BTN,1.76562588713205,-3.73868016502051,-4.0804037833298,-0.0317354420831988,-1.18061827424054,0.144970771387412,1.79023653749442,1.9037354324329,2.28201573945798,2.42228077592733,2.30721437926679,2.2045852261164,2.10043282502438,1.99990053168434,1.72526717067528,1.34079315421153,1.16227298430616,1.12968896454968,1.10655106118336,1.0954380761045,1.0978069996978,1.10777662014052,1.10832494505463,1.07871798585886,1.01496572424441,0.973884473914115,0.86127488782821,0.716471130925301,0.66444642692507,0.675256502719854,0.703488233671584,0.703183917780367,0.698146584889649,0.651370664586926
Botswana,BWA,2.72429719004269,2.81282080899369,2.86304423228008,2.77143347713386,2.62366178434921,2.44368367103611,2.30264662254376,2.21541249490062,2.16069492392568,2.13210606291764,2.05763865830609,1.88080986109573,1.75962550604573,1.75338203751141,1.79499163132533,1.86517712065057,1.9381347493906,2.0082147581123,2.06587846755776,2.10943597528371,1.96877479635498,1.67774021157009,1.50921875015756,1.45441898422222,1.42753223737773,1.41970172619868,1.42047647332447,1.41898108514606,1.42262847077389,1.4394103578493,1.49130106425067,1.58848021878269,1.64031664035479,1.63538411022867
Central African Republic,CAF,3.12894145604828,3.17660886218298,3.18551160699761,3.12114580888137,2.7279293178596,2.59191336397251,2.74815236149256,2.7130114137794,2.73513141405881,2.74955419856204,2.2204466205594,2.18516803355959,2.39269152862068,2.16355960798951,2.2634335589763,2.04865266623958,1.92738176317224,2.1330142206447,-0.65882495965577,-0.799202484181735,1.59035970102042,0.998867377606297,0.682377856508138,-0.415235398986532,0.132677645471712,1.80553237158984,1.67978155291511,1.76068487647458,1.34469255324203,1.64324789708014,1.68608971248183,-0.275432271573156,1.06107453184959,3.40139844069992
